,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
3272,RFguy,/users/65615f6c8555180013875af7,US,1 review,2023-11-25T04:44:29.000Z,Rated 1 out of 5 stars,Don't rely on Amazon CS to solve a problem,"Tried to purchase an inverter which is the same model as one I bought last year from Amazon shipped to the same address.  This time Amazon website would not accept the address.  I tried different addresses of friend same result.  I contacted Amazon CS twice to get problem resolved.  Today (after going through all their hoops like deleting my address and re-entering it which I had already tried) I got on with the ""top tier"" supervisor who finally said there was nothing wrong with my address but the item is restricted to certain addressed due to regulations.  My B.S. sensor went off scale so I asked him what restrictions?  He could not answer because he had better things to do other that actually fix a difficult problem.  During the entire call I remained respectful even though I was being treated as if my business was of no value to them.  I explained to this guy that I could purchase the identical unit (electronically) but was in a larger housing due to it being a marine version of the same inverter and there was no restrictions related to that unit.  He did not care to explain why because it would have actually meant he had to think about something outside his window of knowledge.  To be sure after the call I went back to their website put the ""restricted"" item in my cart and used the address autofill function of their website to arbitrarily find addressed in other states and I could not find an address that was not restricted.  So Amazon has an issue with this particular item and they will not do anything to correct it because they simply do no care about any one customer.  It does not matter if you spend thousands on their website, it does not matter how long you have been a customer, it does not matter how great a customer you have been YOU DO NOT MATTER TO AMAZON!  As Lily Tomilin used to say when she played a phone company operator on Laugh In ""We dont care because we don't have to""  Thankfully there are still retailers that value their customers like Costco.",24-Nov-23
3273,Jane Smith,/users/5fcd19abb66e62001a7c4910,CA,10 reviews,2023-11-24T22:10:26.000Z,Rated 4 out of 5 stars,Price are good,"Price are good. But shipping BNI is like the worst ever. Most of time shipments arrive with  Interlcom, at least they arrive… sometimes. Amazon doesn’t even have an answer, just “we use cheap couriers as possible”",23-Nov-23
3274,Craig Nixon,/users/64919c7f4d7ec30012c72313,GB,9 reviews,2023-11-24T18:40:39.000Z,Rated 1 out of 5 stars,Rubbish service as usual.,Rubbish service as usual.Customer service sucks.You would think they would look after there customers instead of ripping them off.Buyers be warned.,24-Nov-23
3275,Rahmathullah Rasheed,/users/62519966c6086000129a2480,GB,3 reviews,2023-11-24T16:42:13.000Z,Rated 1 out of 5 stars,The Customer service was horrifying,"The Customer service was horrifying. I was on the call for over a hour  and spent 10 minutes trying to dictate my email address. The people there can't even understand English. They brought me over to the manager whose name Waseem and he was not even helpful. I am very disappointed with this cheating business. Even being a prime member is no use. They don't even deliver on time.I absolutely don't recommend this business, to either buy anything from Amazon or ask anything.",24-Nov-23
3276,Emre Öztürk,/users/60df0aaa85b2b10012fab9bc,TR,2 reviews,2023-11-24T16:16:53.000Z,Rated 1 out of 5 stars,Amazon has cancelled the order for no reason after 1 month,"I bought an espresso machine on 21.10.2023. Today I received an e-mail regarding the order cancellation. I have been waiting for more than 1 month. In this time period I tried to get support from the customer services several time but unfortunately they did not do anything to support me on this issue. It is not fair to cancel the order after 1 month waiting. Frustrating, waste of time and money. By the way they gave me 0.66$ for this inconvenience situation. Should I feel happy for that ?",24-Nov-23
3277,Christopher Vradis,/users/60525ec18c176a001a47802e,GR,4 reviews,2023-11-24T14:35:46.000Z,Rated 1 out of 5 stars,Horrible - Amazon.nl,"Horrible. 3 times ordered, 1 time was fine, second time they delivered it to a neighbor while i was in house and they never mentioned which neighbor i had to knock the door but eventually never found them so they refunded, third time they said i got it delivered and I never did (which is actually illegal) so yeah, eventually i found the items after knocking to all the doors in the neighborhood. Amazon prime cancelled. Just buy from individual stores that use DHL or UPS. You can get the same prices and much safer delivery. And proper delivery guys instead of the HORRIBLE Amazon Delivery. Thanks ! by the way this is for Amazon Netherlands.",24-Nov-23
3278,CollectPlus Customer,/users/5daab42d0c83e1cca9e647c3,GB,39 reviews,2023-11-24T12:33:22.000Z,Rated 1 out of 5 stars,Warning to all Amazon buyers!! Never ask for a refund to the Gift Card!,"Warning to all Amazon buyers!!! Never agree to your money being refunded to the Gift Card in your Amazon account!  From my experience  once it is there you will never get it back to your bank account, and you will never know where it really is. Amazon has a very confusing and strange way of dividing the refunds so once you agree to your money to be refunded to the gift Card rather than to your bank account - even for one item,  then it is impossible to find out how much money was really refunded and where. The original payment method does not mean your bank account. As soon as you agree to it then for ever can  be the Gift Card and you will never be in control of your refund again.",24-Nov-23
3279,Muhammad Akhtar,/users/63b3ef63fea262001348bbef,AE,1 review,2023-11-24T09:40:41.000Z,Rated 1 out of 5 stars,Very poor customer services.,Review text not found,20-Nov-23
3280,Consumer,/users/656043d85e360300111db6b1,DK,1 review,2023-11-24T08:34:08.000Z,Rated 1 out of 5 stars,Mystery boks,"Mystery boksBig Big scamSay that you can get a box up to 80 items,and then sent you 1 cheap chinese earphone,and say its like Forrest Gump life id box og chokolate,you never know if you only get one🤬🤬🤬Biggest scam ever.I payed 450kr and i got a cheap earphone from china.No wonder he is a very very Rich mann🤮🤮🤮",22-Nov-23
3281,Jamie Busher,/users/63a2ca0e181db900121aa383,IE,3 reviews,2023-11-24T08:04:29.000Z,Rated 1 out of 5 stars,Amazon are thieves,Amazon are thieves. Recently I was charged monthly for 4 months for prime services on a US account that I've never used or setup. I have UK based acccount. After hours/days going back and forth between amazon and my bank amazon admitted the mistake. Said they would refund monies. As of today refunds still pending and this is after hour upon hour chatting with extremely poor customer service reps. Myself and family will never use Amazon again and closed my account.,17-Nov-23
3282,Merry Ann,/users/655fefc6ba827c0012a42a7c,US,2 reviews,2023-11-24T02:38:15.000Z,Rated 1 out of 5 stars,Amazon's customer service is terrible,"Amazon's customer service is terrible. There isn't good contact info, getting out of the automated system is hard, and what I find on my account on the computer isn't the same as what the reps see. My default address has changed twice when I had items shipped to other addresses while I did not change it. Orders are late, and reps are not helpful. I was hung up on twice and put on hold for an inordinate amount of time. Finding out any info about a time sensitive order is a nightmare. I've had several orders shipped by USPS that said there was an inadequate address while the address on the site is correct with detailed added info. The system needs improving badly.",8-Nov-23
3283,Mary Maguire,/users/6339d15da0c4fe0012f2d5f2,GB,3 reviews,2023-11-23T23:44:57.000Z,Rated 3 out of 5 stars,parcels delivered by Amazon on…,parcels delivered by Amazon on Wednesday 22nd November 2023.Should have been delivered at my address. N2.didn't arrive but a neighour knocked.my front with parcels that had been left outside our building.And took this upon himself for delivering  all parcels.But the Amazon delivery person stated that he handed the parcel to the resident that's me.Marmag,22-Nov-23
3284,WBK,/users/655f66d3a679fa0013a2beda,US,1 review,2023-11-23T16:52:14.000Z,Rated 2 out of 5 stars,Numerous damaged packages received…,"Numerous damaged packages received lately.Also, charged for Amazon Prime when it indicated it was suppose to be a free trial.",22-Nov-23
3285,Alex Walton,/users/655f4d1ef1ee8600129c9619,GB,1 review,2023-11-23T15:01:24.000Z,Rated 1 out of 5 stars,My Amazon delivery driver stole my new phone,"My Amazon delivery driver stole my new phone. After providing my phone number at his request, he exploited it to bypass the necessary passcode for delivery. Despite receiving only the phone case, he left without giving me the phone. When questioned, he ignored me, and later, I received a false delivery notification. Despite multiple attempts, Amazon refuses to refund or replace the item, share the courier's details, or investigate the matter. They suggested filing a police report for suspected theft, leaving me without a resolution and out of pocket for a new Samsung phone.",20-Nov-23
3286,Leanne Adamson,/users/575850de0000ff000a276964,GB,2 reviews,2023-11-23T14:26:40.000Z,Rated 1 out of 5 stars,Order number 203-8537586-4712356,"Order number 203-8537586-4712356I’m really not impressed with the delivery! I’m the the house as it’s my day off, driver banged on the door as if he was being attacked and didn’t even wait for me to get to the door before running off!!!To make matters worse he didn’t lock my back gate which is bad enough on any day but on a strong wind day meaning my dogs are now wondering the streets and I can’t find them!!!!!! And yes he knew I had dogs because they were barking like mad when he banged on the front door!!!! Not impressed at all! Better hope I fend my dogs",23-Nov-23
3287,P,/users/6507159b9d6ef90012fc6cd1,US,2 reviews,2023-11-23T13:58:52.000Z,Rated 1 out of 5 stars,Prime service is a joke…,"I’m closing my Prime membership  after repeated shipping issues.  Prime delivery is a joke. Allegedly, as a Prime member, you can receive expedited shipping on some items. Time and again, my items don’t show by the expected date. This week my holiday was ruined because items that were allegedly out for delivery never showed. This happened twice on different items all in the same week- and a week where I needed Amazon to come through. Amazon is not convenient, poor logistics, and no real customer service.",22-Nov-23
3288,Sascha Wagner,/users/5b0daa0a4de5666d34b70f00,DE,2 reviews,2023-11-23T13:39:03.000Z,Rated 1 out of 5 stars,"Oh my, just ignore the customer","For starters: 1 star only, because I can not enter a 0 value. As for the Service: Free 1 day delivery. Nope. Repeated issues with holding the timeline. Well, thas nothing new. After a number of days, the amount gets refunded automatically, without priorly requesting consent. Not good for a number of reasons I won't discuss here. The support, likely somewhere in India (Punjab maybe) has some serious issues with using the german (german account) language properly. Thats ok. That was o be expected. After more then 20 Minutes of discussion and repeated iterations of ""this is what we do"" , I asked for the line manager. And to be clear, not a Karen, but if after more then 20 Minutes nothing is moving, I push a level up. Thee request was ignored. The service personel just returned with, quote: ""Soeben habe ich Ihre Anfrage mit meinem Führungskraft diskutiert."" - so he talked to the manager. Not me, as I requested. That was the point where I thought, lets keep them busy, to I made a formal request for Data Access based on GDPR. Which was commented with a link to the pricacy policy. Not quite the reaction. Looking forward on how this might develop in the comming days. By now I am 1h hour in and essentially being kept waiting.",23-Nov-23
3289,Mr David Morgan,/users/534d123a00006400016e5ebb,GB,50 reviews,2023-11-23T13:00:36.000Z,Rated 3 out of 5 stars,Used To Be Excellent.,"Used To Be Excellent.I have been with Amazon and Amazon Prime for over a decade and they have been excellent in every way a few hitches but it’s to be expected and was dealt with .The last couple of years the service has got steadily worse , prices are in some cases ( majority) very much higher , I recently return ed items which basically were not fit for purpose and received from Amazon an email threatening to close my account for returning to much but if you send me clearly used goods or goods which are not as shown I shall return them but Amazon are not interested, the deliveries are good on the whole but had things throw over fences dumped on car bonnet .. I have cctv so know when the driver lies .Prime is not really worth it as a lot of the films are just really cheap budgeted movies you wouldn’t watch anyway . After the last email threatening to close a very active account I am thinking now to take the lead and pull the plug on Amazon.Once they were excellent but I think they have now grown to big and offer very poor value for money",22-Nov-23
3290,Catherine O,/users/612cd0310dfad80012d0b053,GB,5 reviews,2023-11-23T11:38:34.000Z,Rated 1 out of 5 stars,Absolutely impossible to enforce your…,Absolutely impossible to enforce your statutory rights under UK consumer law. Policies provided to “customer” service agents in foreign countries are inadequate at best and misleading at worst. They have no knowledge or understanding of The Consumer Rights Act 2015. Managers and “teams” are unable to communicate outside of the provided script which does not include consumer laws. Even getting contact to notify them of intended prosecution for failing to uphold consumer rights over a product is impossible. You end up in a loop of quoting your statutory rights and being advised the product is out of warranty to find out your statutory rights and links to trading standards. This is all deliberately designed so that Amazon does not have to fulfil their legal obligations to consumers.,21-Nov-23
3291,Alex Nicholas,/users/655f18abd5ae36001295890e,GB,4 reviews,2023-11-23T11:21:59.000Z,Rated 1 out of 5 stars,Lying delivery drivers and poor service,"I ordered a lego set as an early Christmas present. The item was not delivered yet the courier had said the item was handed to the recipient, this was a lie. Instead of refunding me Amazon is making me wait 2 weeks meaning I can't replace the item and the person I am buying for won't get their Christmas present. I am not going to use Amazon anymore and will now shop at Very instead",17-Nov-23
3292,Mark Grainger,/users/599b3fe50000ff000abe96a6,GB,20 reviews,2023-11-23T09:50:38.000Z,Rated 1 out of 5 stars,Delivery service appalling,Isn't it amazing you cannot write a Reggie about Amazon and there delivery problems especially when you pay for prime. They say they made an attempt to deliver a parcel to a business which that day is open and full of customers during that time in the store. Why do they lie then you write a review about that delivery on there website and they will not release that review. Looking at there trust pilot results they are not sing that will with there customer service.,19-Nov-23
3293,Sau,/users/655ee0f841840900113dac1c,IN,1 review,2023-11-23T07:50:44.000Z,Rated 4 out of 5 stars,Amazon needs to work on there supply…,Amazon needs to work on there supply chain but I love the experience and hassel free order,16-Nov-23
3294,R,/users/63b7e748a60195001452d3da,US,2 reviews,2023-11-23T06:40:22.000Z,Rated 1 out of 5 stars,Terrible delivery promises,Amazon has a very serious problem with getting deliveries to customers by the advertised date. I'm a prime member and more often than not they are late with the delivery. Every time they assure me it won't happen again but when I order again .... same thing. Is this not considered false advertising guaranteeing fast deliveries if you purchase a prime subscription and then failing to meet their end of the agreement?,22-Nov-23
3295,GEORGE BLACKWELL,/users/5f6ddb956747aa3bd45f6ce9,GB,13 reviews,2023-11-22T23:34:14.000Z,Rated 1 out of 5 stars,BAD BAD AMAZON,"For the second time in this month Amazon have take my money. But can deliver the item I ordered. They can't contact the company that is selling through them. Or the shipping for the. So after a week they have to refund my payment. But all the time there website is saying that my item is in transit, but is running late. An hour or two is running late, days is not running late it's lost in a black hole. Or you get a part order, that is delivered by the post office. And the rest again can't be found, and don't know if they had the stock when they took my money. And yet again they can cancel the order right away. But can't do a refund for a week or more.So taking money for a service or a item that they don't have, and can't supply. Does this classed as a type of fraud or something like it. After all they must have the best computer stock control in the world, Or not. So why complete the sale if you can't send your complete order.Find another company, you should get a better service.",22-Nov-23
3296,LYNNHBF,/users/54a24b5f0000640001a0f4aa,GB,121 reviews,2023-11-22T21:52:12.000Z,Rated 1 out of 5 stars,NO CUSTOMER SERVICE,"Amazon have removed their facility to speak to customer service. I need to speak to a person and all that is available is an automated chat system. So, Amazon are cleary focusing on profits. so I will be not using them I am cancelling my prime I have been with Amazon since 2009 this change is customer care is appalling. Its the High Street for me from now om",22-Nov-23
3297,David Walker,/users/5088434d00006400012507a4,GB,12 reviews,2023-11-22T18:58:32.000Z,Rated 2 out of 5 stars,Ordered air band radio had a message…,"Ordered air band radio had a message saying your delivery is next, half hour later another message saying had an issue with your delivery will try again. An email message said no one answered door but cctv showed no one from amazon at door.Not impressed",22-Nov-23
3298,Honestyisthebestpolicy,/users/655e27b3db8b11001362f084,GB,1 review,2023-11-22T18:09:46.000Z,Rated 1 out of 5 stars,Amazon Brand - Presto! Multipurpose Kitchen Rolls,"I'm not typically one to voice complaints or write reviews, but I felt compelled to do so in this instance. This marks the second time I've ordered these rolls at £16.15 per pack of six, and regrettably, both times they arrived in a damaged condition. Given that these were intended for food-related use, I had to discard the initial batch as they were fused to the plastic packaging, which I suspect was due to moisture.Hoping for a resolution, I decided to give Amazon another chance and reordered the rolls, but my optimism was misplaced. They arrived once again in a damaged state, with the same issue and an additional rip in the plastic packaging.However, the most disheartening part of this experience was the interaction with the customer service agent. Their demeanor was exceptionally rude, condescending, and arrogant. They didn't allow me the opportunity to explain what had occurred, instead choosing to rant and abruptly ending the call. It was truly an abysmal encounter.Today's service did not reflect anything remotely ""Prime,"" so I have decided to cancel my Prime membership and will not be shopping in-store either.I've wasted two days waiting for deliveries and more time on the process of returning the item. My suggestion would be to save your time and consider purchasing your kitchen rolls from a different source.My review was deleted twice, and despite assurances of a manager's contact weeks ago, there's been no call or message. They denied any issue exists, which seems untrue.I've noticed they persistently ask for reviews but delete them if they're negative, especially for their own brand products. Recently, I tried Marks and Spencer's and Waitrose's own brand rolls, and they're far superior. Not only is the product better, but the service also matches the quality.Amazon, you can do better.",11-Sep-23
3299,JoJo,/users/59dbb2100000ff000ad2d84c,GB,18 reviews,2023-11-22T16:40:50.000Z,Rated 1 out of 5 stars,Seriously need to retrain your drivers…,"Seriously need to retrain your drivers and keep track of what they are doing. I ordered a signed for package, unfortunately I was on the school run yesterday when he arrived, however I asked for it to be left with my neighbour. I watched on my doorbell and he did not attempt to deliver to my neighbour, he just walked off. The next day, no driver came, no van came, but it was put as another attempted delivery, even though he had been nowhere near my house. Do you not want the sale Amazon? You will just end up refunding a very unhappy customer. Absolute joke and liars.",22-Nov-23
3300,Ryan Matthews,/users/65243193dded22001218ab73,GB,12 reviews,2023-11-22T15:59:13.000Z,Rated 1 out of 5 stars,Damage to propery,"I am compelled to write this review to share my deeply disappointing experience with Amazon regarding a recent purchase (Order #203-5391742-2345144). My ordeal began with the delivery of a pack of 10, M8 x 1m (1000mm) Zinc Plated Threaded Rod/Bar, which was irresponsibly posted through my letterbox by Royal Mail, resulting in significant damage to my vinyl flooring.However, the core of my frustration lies in Amazon's response to this incident. Despite the severity of the damage and the clear evidence provided, including photographs and a video from my Ring Doorbell, Amazon has completely denied any responsibility for the mishap. Their justification is that the item was sold by a third-party seller and delivered by Royal Mail, thereby absolving themselves of any accountability.This lack of ownership and customer care is appalling. As a customer, I purchased this product through the Amazon platform, trusting in their promise of quality service and reliable delivery. The fact that Amazon refuses to acknowledge their role in this chain of responsibility, or to offer any form of assistance or compensation, is unacceptable.The damage to my property is not just a minor inconvenience; it is a significant financial and emotional burden. The flooring that was damaged was costly, and the idea that neither Amazon nor their delivery partners are willing to address this issue is deeply troubling.This experience has severely eroded my trust in Amazon. It's clear that their customer service and support systems are severely lacking when it comes to handling issues with third-party sellers and delivery partners. I am left feeling frustrated and disregarded as a customer.To anyone considering making a purchase through Amazon, especially for items involving third-party sellers or heavy goods, I urge caution. Based on my experience, if anything goes wrong, you may find yourself in a similar situation, with little to no support from Amazon.In conclusion, I am extremely dissatisfied with how Amazon has handled this situation. Their refusal to take any responsibility or offer a resolution is not only disappointing but also reflects poorly on their commitment to customer satisfaction and service.",22-Nov-23
3301,Steve,/users/655de93235db6800124da737,AM,11 reviews,2023-11-22T13:48:53.000Z,Rated 1 out of 5 stars,False marketing & lies,"I ordered a Pixel 8 Pro deal from Amazon with the Pixel Watch 2. Delivery was given for the following week. Then a delay was introduced (silently) for 7 more days. When I reached out, they promised me repeatedly that there was no issue and I would receive my Pixel 8 Pro and Watch. Then another delay happened (silently). If I didn't keep checking my orders, I wouldn't know because they don't send any email notifications when the delays are on their end. So I reach out again, and again they say that my item is ready to be shipped. Finally, my order is cancelled (again, silently), because they've run out. If they'd run out, why did they let me place my order? If they'd run out, why did they string me along for 3 WEEKS?!I could easily have grabbed the deal from another more reliable store. But they lied and lied until it was too late and that promotion had ended.",3-Oct-23
3302,Aaron Obst,/users/655d5b9f81e724001234bbdb,US,1 review,2023-11-22T03:38:53.000Z,Rated 1 out of 5 stars,If I could give a zero star I would but…,If I could give a zero star I would but that will not allow me to do that. Everything is late anymore they're horrible delivery service. Because they're too greedy and they want to make money off of deliveries also so they don't use FedEx or UPS anymore .They are not give you any updates on their tracking and then you find out late at night on the same day that it is due to be delivered that it'll be four days later.,21-Nov-23
3303,W.S K.E,/users/5858551a0000ff000a6385e9,CA,5 reviews,2023-11-22T02:11:51.000Z,Rated 1 out of 5 stars,A 3RD PARTY SELLER DOES NOT PAY COMMISSION!,"AMAZON IS A FRAUD STATING 3RD PARTY SELLERS WHO ARE, IN FACT, COMMISSIONED SALES AGENTS BY CLASSIC DEFINITION WORKING AND ADVERTISING UNDER AMAZON UMBRELLA...CLASS ACTION TIME.",14-Nov-23
3304,Paul,/users/524c37d300006400014ec276,GB,4 reviews,2023-11-22T01:00:56.000Z,Rated 1 out of 5 stars,Stay away. Not what it used to be,"Lately I have been receiving deliveries with missing items. Sold by and fulfilled by Amazon.Trying to get help from support is worse and worse as day goes by. From my last order I was missing an iPad and a magic keyboard.Every time I contacted support they would say a different thing. One person said I can get replacement or refund. One said I can get a refund only. One said I reported wrong items not missing items. When I asked if there is any chance that the items might show up one said Yes, they are still being delivered(order history said delivered). A different person said they won’t be delivered as they were part of the order that has been delivered. I asked if they can check with the driver and they said they don’t have his information like name phone number etc(the carrier is Amazon) . I was left speechless. Not to mention that I have received emails from Amazon saying that I have a high number of refunds for missing items and that they will stop refunding or something similar. They are incapable of hiring competent people that can safely deliver the items instead of stealing them. I have filed a police report as they said and will probably get a refund, but this experience made me cancel prime and as soon as this case is over I will cancel my account. I have been a customer for over 5 years and I can see how this company is starting to fail. This company has become anti customer. I can’t recommend them anymore.",21-Nov-23
3305,M provan,/users/65243999a0614900122a20ce,GB,5 reviews,2023-11-22T00:47:37.000Z,Rated 2 out of 5 stars,Very disappointed,I was very disappointed that the pens I ordered came in a plastic bag it cost me £50 including postage for them for a Christmas present and they cam in a plastic bag I was very disappointed,21-Nov-23
3306,magdi wahed,/users/655d227581e7240012349f42,US,1 review,2023-11-21T23:35:12.000Z,Rated 1 out of 5 stars,Chinese made,They sell cheap Chinese products I never saw American made products,21-Nov-23
3307,Noel Carter,/users/655d17902309f20012b30120,GB,1 review,2023-11-21T22:50:05.000Z,Rated 1 out of 5 stars,Amazon is Awful.,"Amazon are by far the worst company I have ever dealt with. They do not take responsibility for their mistakes.. They make refunds extremely difficult to gain. If you try to leave an honest review, they will not post it if it criticises them in any way. They have no morals.I will never place another order with them.",21-Nov-23
3308,Drank,/users/5d9239be77e73d223e1319a7,GB,17 reviews,2023-11-21T22:38:30.000Z,Rated 1 out of 5 stars,By far the worst experience,By far the worst experience. Stay away from. Them,21-Nov-23
3309,Tracy Vernall,/users/594a76b50000ff000aa656f5,GB,19 reviews,2023-11-21T20:18:09.000Z,Rated 5 out of 5 stars,delivery guy was really friendly and…,delivery guy was really friendly and parcel was delivered 2 days early! I would really recommend amazon. :],20-Nov-23
3310,Vodri73,/users/559ffe4f0000ff0001cbdcde,MT,15 reviews,2023-11-21T18:42:36.000Z,Rated 1 out of 5 stars,Blamed me for delay,Paid for expedited delivery but package is still late. They justified delay by saying I had incorrect address details. These details are correct and never had any problems in the past. Wanted to contact them to point this out but could not get through to a human being. Horrible customer service.,21-Nov-23
3311,Gita Mohabir,/users/5588c4970000ff0001c7c5ae,GB,54 reviews,2023-11-21T17:41:05.000Z,Rated 1 out of 5 stars,Rich company POOR Service! Shame!!,So yet again!! I’ve just finished chatting with a human assistant at Amazon. They said my Prime Membership is being rejected; I’ve checked several times with my card provider. Thats not the case. So I’ve been charged 4 sets of postage and packing to the value of £16.20 when it’s not my fault!! Assistant says remove the subscription and resubscribe which I will now do. However a multi zillion company like Amazon is not prepared to refund a measly £16.20 even though I’ve been a Prime Member from day one. How disgusting and disgraceful! I’ll be buying more from other outlets and only what I can’t get elsewhere from this sad company!,21-Nov-23
3312,Fadi Abdelfattah,/users/61b703d89600050012936e5c,AE,3 reviews,2023-11-21T16:53:49.000Z,Rated 1 out of 5 stars,Bad experience,It's the worst site regarding international refund issues.,29-Oct-23
3313,andrea castanheira,/users/5f843b5d21e31000199dd4f4,DK,9 reviews,2023-11-21T16:29:32.000Z,Rated 1 out of 5 stars,Again and again and again for 2 year's…,Again and again and again for 2 year's have to update my payment first can't pay a lot times with my IBAN my sister only paid with IBAN and my colleagues from work.Then I put the Visa Card say that I have to update again declined a lot times my Orders wait a lot times. In Germany say that I have to speak only German but when I call to support they say the college have to speak English,20-Nov-23
3314,Don Phillips,/users/655cbb0956038b0012a830bd,US,2 reviews,2023-11-21T16:13:45.000Z,Rated 1 out of 5 stars,Amazon inhumane treatment,"UPS ,in error, returned my generator to Amazon. I received notice of delivery from UPS had received shipment. Amazon won't return my generator. Amazon agrees they accepted delivery. For a month I have spoken with numerous supervisors and when I push them for a determination as to the generators location, they place me on hold until the phone goes dead. Clearly, this is an internal policy to avoid responsibility. I am a 78 year old widower, with cancer. I live alone and need the generator to insure that my home medical services work. These are the most callus, uncaring group of customer service representatives I've ever met.",20-Oct-23
3315,Darran Watson,/users/5a85df2df675864e5602c84a,GB,29 reviews,2023-11-21T12:13:57.000Z,Rated 1 out of 5 stars,Since some new houses have been built…,"Since some new houses have been built by me the post code has gone whack and the delivery is none existent so we don’t order anything anymore, go to the shops much better and we get out too..",12-Nov-23
3316,Richard Moreham,/users/63bc39b6344b8c00136e1373,GB,23 reviews,2023-11-22T07:02:12.000Z,Rated 1 out of 5 stars,I have just been accused of something…,I have just been accused of something with no evidence but the sellers word. my name is being bismerched by this downwardly spiraling company thats seemingly in a race to the bottom of the pile. for returning items in poor condition when the reason I'm returning these items is because they are poor quality like the sole of a pair of boots peeling off after short time and light use I have even been asked to provide photos of these items after they know they have been sent back what a ridiculous company I will no longer be using,21-Nov-23
3317,sheila ryan,/users/5d304a6648140585da53c355,GB,45 reviews,2023-11-21T11:22:41.000Z,Rated 1 out of 5 stars,TERRIBLE DELIVERY SERVICE.,"What is going on with Amazon.  I have been promised deliveries for the early afternoon only to find that it then states a delivery time in the evening because (the courier has picked up more orders on the way to my address).  This is totally unacceptable,  people do not want to stay in waiting for a parcel only to find they have wasted a full day waiting for their order to be delivered. Deliveries at 9 and 10 in the evening are unacceptable especially when they were originally promised for lunchtime.  The other problem is that Amazon keep losing my parcels. Items are promised for next day delivery and then I find the parcel has gone missing and I have to wait a few days to see if it turns up and if it doesn't I have to contact Amazon and then wait another few days for a refund.  Because the parcel does not turn up we don't know for sure if it has been lost and have no idea if it will be delivered at all so we decide to go out and when we get back home, lo and behold the parcel is sitting on the door step facing the road.  I know they say it is free next day delivery but it really isn't because when you check the price of the item you want to order, it is   often cheaper elsewhere, even with the postage and packing some companies charge us for delivery. Come on Amazon, sort yourselves out.  It states in the box below to give a date when this happened, I cannot give a date as it is happening all the time now.",20-Nov-23
3318,deja vu,/users/64c6d270d4f64b001203f3ae,GB,4 reviews,2023-11-21T10:58:29.000Z,Rated 1 out of 5 stars,Amazon’s persistent push for Prime,"Amazon’s persistent push for Prime, even with free postage from the seller, adds an extra layer of scrutiny to the checkout process. To enhance my review, Amazon could improve by toning down the relentless Prime prompts.  As for the included movies included with prime, these are usually low budget productions not even worth watching.",21-Nov-23
3319,Sandra,/users/6548a4ba038939001164a935,GB,1 review,2023-11-21T10:09:56.000Z,Rated 1 out of 5 stars,"AMAZON, YOUR DAYS ARE OVER!","EXTREMELY HIGH PRICES, THE SAME STUFF FROM CHINA! NO, THANKS, I WILL ORDER ON TEMU INSTEAD!TEMU IS THE BEST!",21-Nov-23
3320,Kool Mom,/users/655c5e4b17ba6500120df52a,US,1 review,2023-11-21T09:37:56.000Z,Rated 1 out of 5 stars,Once again Amazon is getting messy,"Once again Amazon is getting messy. I received my refund for a gaming computer that I had returned. But low and behold they put the wrong Address on the check, even though I sent my address to them 3x's. So, today i received an email saying they would be contacting me in 6hrs. about the issue of them putting the wrong Address on a check. I'm still waiting for the call, it's now been 12hrs. Amazon is the WORST",20-Nov-23
3321,Jeffrey  Thomas,/users/655446671c7fcc0011aabc4d,US,8 reviews,2023-11-21T04:38:28.000Z,Rated 1 out of 5 stars,It’s sad when you constantly spend your…,It’s sad when you constantly spend your hard earned money on Amazon and when it’s there turn to fix the issue that you are having they make you feel like your being questioned by the fbi i think after the holidays I’m going to cancel my Amazon account and go over to Temu,20-Nov-23
3322,Nigel  Mansell,/users/5d4c7339088bad2d15897ace,GB,13 reviews,2023-11-21T00:39:27.000Z,Rated 1 out of 5 stars,Where is my delivery!,"I've lost count now on the amount of times my goods are out for delivery, and again today 2 stops away and they return to the depot. Even when they do try delivering, if the goods are small enough for a letterbox they end up being posted through the wrong door.How these people get employed is beyond me.....can't even read an address label. And these people want a pay rise.....not worth it.",20-Nov-23
3323,Khvicha Bowman,/users/655bdbf5b452130011fe888c,US,1 review,2023-11-21T00:22:00.000Z,Rated 1 out of 5 stars,Amazon delivery has serious issues .,Amazon delivery has serious issues .. drivers are majorly disorganized & discombobulated ! Dropping off package wherever they please or to my  neighbor over & over they need real training before heat the road to deliver ( hot mess ) 😮 they need to be accountable !,16-Nov-23
3324,Mackie,/users/5db772192d7a9ac914da9070,US,7 reviews,2024-03-03T15:35:15.000Z,Rated 1 out of 5 stars,Amazon used to be the go-to for rural…bye-bye,"Amazon used to be the go-to for rural USA. Now it's not. Bye-bye Amazon.As a weird side-note, my most recent reviews have been ""rejected"" by amazon for not meeting community standards...uh, they were all POSITIVE reviews of 5 stars. Their petty revenge (which only hurts their *sellers* because I don't really want to spend time reviewing my purchases anyway) for me not renewing Prime, or some glitch in the matrix?",18-Nov-23
3325,Beverley Page,/users/567e5ef80000ff0001f6eab8,GB,21 reviews,2023-11-20T22:04:29.000Z,Rated 1 out of 5 stars,not happy ordered  a knitting machine …,not happy ordered  a knitting machine  they sent a mattress topper in stead bought blinds that dont open or close really fed up of buying rubish from these now got to wait for my money back shame on amazon!!!!,20-Nov-23
